candidate_id,age,gender,height_cm,weight_kg,matric_percentage,inter_percentage,cgpa,physical_fitness_score,medical_status,marital_status,city,computer_skills,leadership_score,communication_score,branch_preference,eligibility_status
PN-10569,24,Male,177.0,69.7,58.17,54.56,1.93,67,Fit,Single,Lahore,Beginner,46,54,Naval Aviation,Eligible
PN-11695,18,Female,155.8,42.4,66.9,64.18,2.54,52,Unfit,Single,Multan,Beginner,42,59,Naval Aviation,Not Eligible
PN-18252,17,Female,159.6,54.0,57.76,63.55,0.0,80,Fit,Single,Hyderabad,Beginner,94,56,IT & Cyber,Eligible
PN-17781,16,Female,152.2,43.9,66.59,68.73,2.6,75,Fit,Married,Peshawar,Intermediate,67,60,IT & Cyber,Eligible
PN-16263,18,Male,166.2,70.6,53.09,51.14,1.77,99,Fit,Married,Hyderabad,Beginner,47,59,Combat,Eligible
PN-16887,18,Male,169.0,81.7,79.53,55.23,0.0,76,Fit,Single,Rawalpindi,Intermediate,58,58,Marine Engineering,Eligible
PN-12543,18,Male,163.0,82.2,69.98,84.6,3.35,69,Unfit,Married,Faisalabad,Intermediate,57,68,IT & Cyber,Not Eligible
PN-10578,18,Male,176.2,78.9,77.28,57.24,2.11,74,Unfit,Married,Rawalpindi,Beginner,57,78,Marine Engineering,Not Eligible
PN-10060,17,Male,172.6,67.7,74.27,70.69,0.0,45,Fit,Single,Lahore,Advanced,62,66,Logistics,Not Eligible
PN-10788,23,Female,156.4,57.3,59.35,74.48,2.78,81,Fit,Single,Rawalpindi,Beginner,72,60,Combat,Eligible
PN-16131,22,Female,155.0,59.9,69.32,71.47,2.84,61,Fit,Single,Hyderabad,Beginner,37,31,Medical Corps,Eligible
PN-18405,18,Male,169.9,69.7,76.73,64.28,2.4,80,Fit,Married,Lahore,Advanced,62,57,Marine Engineering,Eligible
PN-15599,22,Male,173.9,74.0,71.05,55.0,2.19,64,Fit,Single,Karachi,Intermediate,81,56,Naval Aviation,Eligible
PN-15379,16,Female,160.5,65.1,83.66,80.37,0.0,57,Fit,Single,Peshawar,Advanced,59,68,Medical Corps,Eligible
PN-12956,19,Female,159.8,52.3,65.06,68.1,0.0,60,Fit,Single,Faisalabad,Intermediate,84,85,Combat,Eligible
PN-17559,16,Female,159.4,66.1,68.93,61.59,2.07,60,Fit,Single,Hyderabad,Intermediate,71,68,Marine Engineering,Eligible
PN-12756,25,Male,183.8,77.8,78.03,67.12,0.0,63,Fit,Single,Lahore,Advanced,50,60,Logistics,Eligible
PN-12652,19,Male,173.5,62.6,66.5,64.85,2.71,72,Fit,Single,Karachi,Beginner,64,49,Combat,Eligible
PN-14231,20,Female,159.1,60.1,42.58,45.14,0.0,49,Unfit,Single,Faisalabad,Advanced,73,79,Marine Engineering,Not Eligible
PN-13686,16,Female,162.6,67.6,40.85,37.97,1.52,64,Unfit,Married,Lahore,Advanced,38,62,Logistics,Not Eligible
PN-18045,24,Male,168.3,78.1,68.1,47.21,0.0,59,Fit,Single,Lahore,Intermediate,88,61,Naval Aviation,Not Eligible
PN-16423,25,Male,176.5,93.8,57.95,57.83,2.49,64,Unfit,Single,Lahore,Beginner,80,73,Marine Engineering,Not Eligible
PN-16483,21,Male,180.1,61.8,49.15,58.0,2.3,73,Unfit,Married,Islamabad,Intermediate,72,62,Logistics,Not Eligible
PN-15113,24,Male,177.2,77.1,80.05,71.54,0.0,61,Fit,Single,Rawalpindi,Advanced,49,43,Logistics,Eligible
PN-17434,26,Female,147.9,46.8,75.69,69.92,2.99,58,Fit,Married,Karachi,Beginner,56,52,Logistics,Not Eligible
PN-10185,17,Male,177.3,80.0,63.08,70.67,0.0,78,Fit,Single,Karachi,Advanced,50,75,Marine Engineering,Eligible
PN-12928,31,Male,167.3,81.4,54.68,63.55,0.0,64,Fit,Married,Rawalpindi,Beginner,58,51,Naval Aviation,Not Eligible
PN-14421,19,Male,171.1,58.2,70.64,79.35,0.0,70,Fit,Single,Lahore,Advanced,67,51,IT & Cyber,Eligible
PN-10421,26,Male,174.8,56.9,33.0,49.15,0.0,45,Unfit,Single,Karachi,Intermediate,63,62,Combat,Not Eligible
PN-13962,16,Female,156.6,45.1,69.82,59.3,2.5,81,Fit,Married,Hyderabad,Intermediate,80,73,Marine Engineering,Eligible
PN-10554,21,Male,181.3,76.2,80.07,87.81,3.4,64,Fit,Single,Karachi,Beginner,49,53,Naval Aviation,Eligible
PN-11398,19,Female,162.8,64.8,54.07,53.79,0.0,40,Fit,Single,Islamabad,Intermediate,60,57,Combat,Not Eligible
PN-17837,21,Female,158.5,48.3,72.0,81.94,0.0,64,Fit,Single,Karachi,Advanced,60,71,Marine Engineering,Eligible
PN-15961,17,Male,180.4,77.6,75.97,50.34,2.08,72,Fit,Single,Karachi,Intermediate,51,43,Combat,Eligible
PN-14746,21,Female,161.2,61.3,46.48,58.13,0.0,52,Unfit,Single,Quetta,Intermediate,52,44,Combat,Not Eligible
PN-11761,21,Male,176.5,70.5,90.79,82.56,0.0,66,Fit,Married,Lahore,Intermediate,72,57,Marine Engineering,Eligible
PN-13410,23,Male,166.2,61.4,79.13,80.76,0.0,57,Fit,Single,Multan,Beginner,61,91,Marine Engineering,Eligible
PN-10298,18,Male,173.3,75.2,50.84,43.75,1.75,45,Fit,Single,Lahore,Beginner,64,54,Marine Engineering,Not Eligible
PN-10444,25,Female,164.6,53.6,68.18,58.98,2.22,85,Fit,Single,Peshawar,Intermediate,49,49,Logistics,Eligible
PN-10778,17,Male,172.8,53.9,69.56,80.73,0.0,75,Unfit,Single,Faisalabad,Beginner,41,50,Marine Engineering,Not Eligible
PN-11120,25,Female,154.7,68.4,56.55,58.93,0.0,36,Unfit,Single,Karachi,Intermediate,42,31,Combat,Not Eligible
PN-16400,24,Female,156.7,56.6,66.52,72.15,2.91,38,Fit,Single,Karachi,Intermediate,69,46,IT & Cyber,Not Eligible
PN-12919,23,Male,174.1,72.2,45.47,41.79,1.5,86,Fit,Single,Karachi,Intermediate,60,54,Marine Engineering,Not Eligible
PN-11922,19,Female,157.2,62.2,60.92,58.32,2.24,93,Fit,Single,Faisalabad,Advanced,39,41,Naval Aviation,Eligible
PN-10656,21,Male,162.6,57.6,63.95,88.98,0.0,72,Fit,Married,Rawalpindi,Intermediate,53,64,Combat,Eligible
PN-12230,18,Female,153.8,55.2,62.38,55.1,0.0,52,Fit,Single,Rawalpindi,Intermediate,71,76,Naval Aviation,Not Eligible
PN-12629,20,Female,159.8,64.3,59.85,87.3,3.17,52,Fit,Single,Peshawar,Intermediate,64,64,Medical Corps,Eligible
PN-16067,30,Male,176.1,79.0,81.8,84.17,3.76,67,Fit,Married,Quetta,Intermediate,50,62,Marine Engineering,Not Eligible
PN-13132,23,Female,153.0,51.2,54.84,74.07,2.64,72,Fit,Single,Quetta,Intermediate,94,84,Combat,Eligible
PN-14646,19,Male,166.6,70.1,72.63,76.89,2.85,77,Fit,Single,Gujranwala,Beginner,65,56,Combat,Eligible
PN-12458,20,Female,160.8,42.0,75.67,60.19,2.21,66,Fit,Single,Lahore,Advanced,48,48,Marine Engineering,Eligible
PN-16799,20,Male,166.9,58.0,69.67,55.01,0.0,69,Fit,Single,Rawalpindi,Intermediate,70,66,Marine Engineering,Eligible
PN-17702,24,Male,171.3,71.4,56.59,69.37,3.27,70,Fit,Single,Lahore,Beginner,55,74,Logistics,Eligible
PN-17022,20,Female,161.9,53.8,90.92,83.68,3.22,71,Unfit,Single,Islamabad,Advanced,61,57,Naval Aviation,Not Eligible
PN-13393,18,Male,176.5,82.4,74.25,70.19,2.74,66,Unfit,Single,Lahore,Intermediate,76,66,Medical Corps,Not Eligible
PN-10559,22,Male,188.0,75.7,52.34,54.45,0.0,100,Fit,Single,Multan,Beginner,41,33,Logistics,Eligible
PN-17376,21,Male,175.6,64.6,58.15,56.37,1.84,73,Unfit,Single,Multan,Beginner,77,76,Combat,Not Eligible
PN-11372,28,Female,158.9,48.9,44.83,47.41,2.12,57,Fit,Single,Lahore,Intermediate,64,69,IT & Cyber,Not Eligible
PN-10908,23,Male,174.0,52.2,68.64,60.64,0.0,72,Fit,Single,Karachi,Beginner,65,83,Combat,Eligible
PN-14295,23,Male,172.5,50.0,73.02,73.69,3.87,71,Fit,Single,Hyderabad,Beginner,56,52,Naval Aviation,Eligible
PN-11434,19,Male,178.3,72.4,59.0,41.81,0.0,63,Fit,Single,Lahore,Beginner,36,34,Combat,Not Eligible
PN-16983,16,Male,174.2,50.0,76.74,74.2,0.0,93,Unfit,Single,Karachi,Beginner,69,57,Marine Engineering,Not Eligible
PN-16567,17,Female,153.8,65.2,69.44,66.06,0.0,37,Fit,Married,Islamabad,Intermediate,69,63,Naval Aviation,Not Eligible
PN-16657,16,Male,182.9,80.4,86.16,61.03,2.47,47,Fit,Single,Peshawar,Advanced,59,57,Marine Engineering,Not Eligible
PN-16543,18,Male,166.4,67.3,95.31,83.11,3.79,64,Unfit,Single,Karachi,Advanced,42,38,Naval Aviation,Not Eligible
PN-14393,33,Male,182.7,68.2,64.33,70.35,2.9,57,Unfit,Single,Peshawar,Intermediate,69,76,Naval Aviation,Not Eligible
PN-10927,16,Male,166.2,54.8,67.19,78.14,0.0,59,Fit,Single,Lahore,Advanced,39,42,Naval Aviation,Not Eligible
PN-17603,23,Female,154.0,56.4,68.95,67.27,2.19,83,Fit,Single,Lahore,Beginner,62,65,Combat,Eligible
PN-12471,24,Male,177.2,51.6,68.16,57.02,2.77,43,Fit,Single,Rawalpindi,Advanced,42,48,Logistics,Not Eligible
PN-10016,16,Male,169.0,82.0,75.16,84.35,4.0,54,Fit,Single,Islamabad,Intermediate,39,58,IT & Cyber,Eligible
PN-17929,18,Male,179.3,70.0,34.8,50.77,0.0,86,Fit,Single,Lahore,Intermediate,67,80,IT & Cyber,Not Eligible
PN-16570,26,Male,165.4,67.9,55.78,80.12,3.33,54,Fit,Single,Karachi,Beginner,35,54,Combat,Not Eligible
PN-12364,20,Male,160.4,64.7,81.52,78.65,0.0,92,Fit,Married,Islamabad,Intermediate,64,58,Marine Engineering,Eligible
PN-14709,23,Male,175.6,80.2,74.64,66.9,3.08,51,Unfit,Single,Lahore,Advanced,81,65,Marine Engineering,Not Eligible
PN-17598,21,Female,159.5,64.1,67.32,73.01,3.07,71,Fit,Married,Peshawar,Advanced,77,68,Naval Aviation,Eligible
PN-11162,25,Male,171.4,62.1,82.87,75.5,0.0,48,Fit,Married,Karachi,Beginner,89,71,Marine Engineering,Not Eligible
PN-18184,19,Male,167.6,63.9,64.62,48.35,0.0,70,Unfit,Single,Quetta,Intermediate,55,33,Combat,Not Eligible
PN-12674,16,Female,157.6,53.4,50.13,53.8,0.0,67,Fit,Single,Lahore,Beginner,49,53,IT & Cyber,Not Eligible
PN-13412,25,Male,175.9,66.1,79.16,68.91,1.94,69,Fit,Single,Karachi,Intermediate,66,72,Marine Engineering,Eligible
PN-15411,34,Male,164.3,72.9,59.18,49.28,2.08,78,Fit,Married,Peshawar,Beginner,82,69,Marine Engineering,Not Eligible
PN-16489,25,Female,158.6,56.8,41.01,61.49,3.32,46,Fit,Single,Gujranwala,Intermediate,75,75,Medical Corps,Not Eligible
PN-12604,16,Male,167.1,72.4,70.48,72.5,0.0,57,Fit,Single,Multan,Beginner,54,46,Combat,Not Eligible
PN-11363,19,Female,157.7,58.7,64.06,60.23,2.0,75,Fit,Single,Lahore,Intermediate,29,57,Marine Engineering,Eligible
PN-13683,16,Male,171.6,72.5,67.48,59.62,2.12,69,Fit,Single,Lahore,Beginner,59,73,Combat,Eligible
PN-11213,23,Male,173.7,76.2,88.89,80.75,0.0,67,Unfit,Single,Karachi,Advanced,50,34,Logistics,Not Eligible
PN-11877,16,Male,171.3,66.3,87.23,94.67,4.0,59,Fit,Single,Quetta,Beginner,86,88,Combat,Eligible
PN-17438,21,Female,156.2,51.5,37.03,68.33,0.0,74,Fit,Single,Lahore,Intermediate,63,67,Naval Aviation,Not Eligible
PN-17205,24,Female,166.5,58.8,82.49,78.21,0.0,60,Fit,Single,Karachi,Intermediate,60,56,Combat,Eligible
PN-13616,20,Male,169.3,76.9,55.73,50.09,1.87,73,Fit,Single,Multan,Intermediate,59,61,Logistics,Eligible
PN-16819,21,Female,155.0,67.2,69.62,94.56,3.82,74,Fit,Married,Lahore,Advanced,60,77,IT & Cyber,Eligible
PN-17041,30,Male,161.4,69.9,83.63,77.08,2.56,62,Fit,Single,Islamabad,Intermediate,62,56,Marine Engineering,Not Eligible
PN-13847,20,Female,166.7,52.9,71.22,69.03,2.67,77,Fit,Single,Faisalabad,Beginner,65,63,Medical Corps,Eligible
PN-11171,18,Female,157.1,57.7,65.83,71.81,2.65,80,Fit,Single,Lahore,Advanced,76,80,Naval Aviation,Eligible
PN-10580,20,Male,171.6,61.7,68.64,54.11,1.73,69,Fit,Single,Karachi,Advanced,73,63,Naval Aviation,Eligible
PN-12183,23,Male,167.9,58.8,85.98,90.73,2.98,76,Fit,Single,Karachi,Intermediate,33,47,Marine Engineering,Eligible
PN-16818,22,Male,171.8,77.0,70.78,80.42,3.38,49,Fit,Single,Gujranwala,Intermediate,66,73,Marine Engineering,Not Eligible
PN-14642,20,Male,172.7,73.4,79.43,86.04,4.0,74,Fit,Married,Multan,Intermediate,30,38,Marine Engineering,Eligible
PN-11834,16,Male,173.9,75.2,61.46,67.89,0.0,67,Fit,Single,Gujranwala,Intermediate,63,69,Combat,Eligible
PN-13347,22,Female,147.4,55.0,77.64,64.24,2.19,40,Fit,Married,Multan,Advanced,29,51,Marine Engineering,Not Eligible
PN-11860,20,Female,157.2,70.1,41.69,43.69,0.0,50,Unfit,Single,Quetta,Beginner,72,79,Marine Engineering,Not Eligible
PN-12998,20,Female,157.1,43.1,64.72,72.65,0.0,67,Fit,Single,Quetta,Intermediate,77,58,Combat,Eligible
PN-13650,23,Female,160.0,52.7,49.24,57.33,2.46,71,Fit,Single,Multan,Beginner,51,51,IT & Cyber,Not Eligible
PN-14594,23,Male,179.5,85.0,73.21,63.7,2.69,72,Fit,Single,Peshawar,Beginner,81,74,Marine Engineering,Eligible
PN-13002,20,Female,158.6,62.0,56.81,63.97,0.0,57,Fit,Single,Islamabad,Intermediate,67,61,Medical Corps,Not Eligible
PN-16240,20,Male,170.8,51.7,67.11,70.56,0.0,45,Fit,Single,Lahore,Advanced,31,35,Logistics,Not Eligible
PN-10388,19,Male,169.0,70.8,62.28,63.32,2.54,40,Fit,Married,Islamabad,Intermediate,53,48,Medical Corps,Not Eligible
PN-15603,22,Female,159.7,61.6,40.48,52.1,2.15,73,Fit,Single,Lahore,Advanced,77,80,Marine Engineering,Not Eligible
PN-11033,23,Male,169.9,76.8,61.91,65.12,0.0,72,Fit,Single,Faisalabad,Intermediate,77,67,Combat,Eligible
PN-15655,22,Male,165.6,58.5,56.83,62.7,1.92,92,Fit,Single,Karachi,Advanced,69,72,Combat,Eligible
PN-12489,23,Male,175.0,80.1,86.6,73.15,2.86,54,Unfit,Single,Peshawar,Intermediate,52,54,Combat,Not Eligible
PN-17550,22,Male,177.7,57.0,56.29,53.27,0.0,90,Fit,Married,Quetta,Intermediate,82,54,Naval Aviation,Eligible
PN-13050,21,Male,167.1,76.1,56.37,56.67,1.96,57,Fit,Single,Multan,Beginner,48,61,Combat,Eligible
PN-15251,23,Female,158.9,60.8,73.13,72.81,0.0,76,Unfit,Single,Lahore,Intermediate,43,48,Logistics,Not Eligible
PN-17341,17,Male,174.1,71.6,49.17,40.9,0.0,74,Fit,Single,Lahore,Beginner,73,71,IT & Cyber,Not Eligible
PN-10932,18,Female,158.9,65.4,75.6,74.25,0.0,63,Fit,Married,Islamabad,Intermediate,72,71,Naval Aviation,Eligible
PN-13108,20,Male,176.9,89.7,79.06,72.57,0.0,84,Fit,Single,Peshawar,Advanced,72,66,IT & Cyber,Eligible
PN-10692,22,Male,168.5,54.3,56.42,43.56,0.0,86,Fit,Single,Peshawar,Intermediate,35,71,IT & Cyber,Not Eligible
PN-13581,24,Male,167.4,67.4,63.01,60.02,2.1,58,Fit,Single,Faisalabad,Intermediate,71,52,Marine Engineering,Eligible
PN-11892,21,Female,154.7,50.7,62.52,64.66,0.0,68,Fit,Single,Lahore,Intermediate,68,72,IT & Cyber,Eligible
PN-12269,34,Male,172.4,67.6,83.05,64.54,0.0,59,Unfit,Single,Islamabad,Beginner,59,63,Medical Corps,Not Eligible
PN-14801,17,Male,172.4,64.0,57.33,47.52,0.0,41,Fit,Married,Karachi,Advanced,74,73,Marine Engineering,Not Eligible
PN-18228,20,Male,177.8,76.6,80.49,62.76,2.5,38,Fit,Single,Lahore,Intermediate,62,40,Naval Aviation,Not Eligible
PN-16969,16,Male,162.2,63.9,76.46,83.88,3.85,35,Unfit,Single,Karachi,Intermediate,79,67,Logistics,Not Eligible
PN-18385,25,Male,166.4,73.8,51.62,66.64,2.78,67,Fit,Single,Rawalpindi,Beginner,52,60,Medical Corps,Eligible
PN-17408,20,Male,190.2,61.8,55.94,67.53,2.67,75,Fit,Single,Quetta,Advanced,46,48,Marine Engineering,Eligible
PN-10045,16,Female,164.6,55.9,75.49,85.55,2.96,63,Fit,Single,Lahore,Intermediate,63,75,Combat,Eligible
PN-13529,25,Female,161.9,53.4,92.02,79.95,2.95,61,Fit,Single,Islamabad,Beginner,76,77,Marine Engineering,Eligible
PN-13780,22,Female,145.0,59.4,54.83,54.69,0.0,70,Fit,Single,Lahore,Beginner,63,65,Marine Engineering,Eligible
PN-17726,18,Female,154.8,57.5,62.7,58.91,2.89,69,Fit,Single,Karachi,Advanced,55,57,IT & Cyber,Eligible
PN-14056,17,Male,171.5,81.0,74.23,85.24,0.0,53,Fit,Married,Faisalabad,Beginner,52,56,Combat,Eligible
PN-18458,20,Male,170.5,70.9,48.06,54.31,0.0,67,Unfit,Single,Lahore,Intermediate,50,48,Naval Aviation,Not Eligible
PN-13590,21,Male,167.3,85.4,79.73,77.2,0.0,41,Fit,Single,Rawalpindi,Beginner,47,61,Naval Aviation,Not Eligible
PN-16852,17,Female,159.0,50.8,70.19,66.8,2.45,58,Fit,Single,Rawalpindi,Beginner,55,55,Combat,Eligible
PN-11684,18,Male,180.7,79.9,60.25,69.14,0.0,68,Unfit,Single,Lahore,Intermediate,80,76,Naval Aviation,Not Eligible
PN-16553,22,Male,176.6,71.0,67.08,41.09,0.0,89,Fit,Single,Karachi,Beginner,63,78,Medical Corps,Not Eligible
PN-15629,24,Male,169.3,79.9,69.64,69.16,0.0,29,Fit,Married,Peshawar,Intermediate,83,68,Marine Engineering,Not Eligible
PN-16916,24,Male,184.8,76.2,73.17,76.89,0.0,73,Fit,Single,Lahore,Intermediate,59,74,IT & Cyber,Eligible
PN-10064,17,Male,167.2,71.1,53.16,33.0,1.5,75,Unfit,Single,Faisalabad,Advanced,57,54,Marine Engineering,Not Eligible
PN-10618,19,Male,178.2,58.6,57.31,56.32,0.0,55,Unfit,Single,Multan,Advanced,57,66,Naval Aviation,Not Eligible
PN-14994,21,Male,163.3,72.3,73.31,58.07,2.04,70,Fit,Married,Rawalpindi,Intermediate,75,71,Marine Engineering,Eligible
PN-14086,19,Female,149.6,45.0,51.6,58.39,2.67,49,Fit,Single,Quetta,Intermediate,40,32,Logistics,Not Eligible
PN-10228,24,Male,184.8,63.3,75.26,87.2,3.51,73,Fit,Single,Quetta,Intermediate,71,61,Naval Aviation,Eligible
PN-13860,16,Male,166.3,69.8,48.68,65.15,2.58,39,Fit,Single,Rawalpindi,Intermediate,57,55,IT & Cyber,Not Eligible
PN-15495,19,Female,157.0,55.4,47.1,55.14,2.02,76,Fit,Married,Hyderabad,Advanced,66,68,IT & Cyber,Not Eligible
PN-16259,21,Male,165.4,80.7,46.88,58.38,0.0,85,Fit,Single,Multan,Advanced,55,48,Naval Aviation,Not Eligible
PN-13350,21,Male,164.1,68.4,33.0,50.62,0.0,69,Unfit,Single,Lahore,Advanced,54,73,Marine Engineering,Not Eligible
PN-10970,25,Male,167.1,61.2,51.82,47.91,0.0,50,Fit,Married,Lahore,Intermediate,78,71,Naval Aviation,Not Eligible
PN-11806,25,Male,171.5,72.6,73.06,86.48,3.53,74,Fit,Single,Lahore,Intermediate,66,71,IT & Cyber,Eligible
PN-12448,30,Female,169.1,60.9,75.2,58.21,0.0,66,Fit,Single,Lahore,Advanced,50,73,Combat,Not Eligible
PN-16725,19,Female,151.2,61.6,86.16,83.3,3.57,32,Unfit,Single,Lahore,Advanced,58,50,Combat,Not Eligible
PN-12664,18,Male,169.9,82.4,59.57,71.45,2.66,74,Fit,Single,Gujranwala,Intermediate,57,84,Medical Corps,Eligible
PN-14652,25,Male,155.0,73.9,56.34,52.3,0.0,57,Fit,Single,Multan,Beginner,40,46,Marine Engineering,Not Eligible
PN-17400,25,Female,152.2,42.2,78.58,52.54,2.0,55,Fit,Single,Rawalpindi,Advanced,58,73,Medical Corps,Eligible
PN-13205,24,Male,165.6,59.2,55.2,51.59,2.12,71,Fit,Single,Lahore,Intermediate,58,63,Logistics,Eligible
PN-17675,24,Male,167.6,66.9,63.99,63.13,0.0,48,Fit,Married,Karachi,Beginner,46,64,Marine Engineering,Not Eligible
PN-11861,20,Male,171.8,56.0,62.93,75.93,3.02,66,Fit,Single,Lahore,Intermediate,65,63,Combat,Eligible
PN-17967,20,Male,165.0,67.1,62.4,59.72,0.0,82,Unfit,Single,Lahore,Beginner,60,61,Combat,Not Eligible
PN-15621,34,Male,170.0,65.5,79.38,67.86,0.0,62,Unfit,Single,Lahore,Advanced,50,57,IT & Cyber,Not Eligible
PN-16760,19,Male,164.9,68.7,89.4,83.79,3.22,47,Fit,Single,Lahore,Advanced,65,87,Marine Engineering,Not Eligible
PN-15152,23,Male,176.0,64.1,48.06,38.85,0.0,72,Fit,Single,Lahore,Advanced,32,64,Naval Aviation,Not Eligible
PN-10253,25,Female,153.2,66.2,48.8,53.85,2.13,61,Fit,Single,Lahore,Intermediate,43,64,Naval Aviation,Not Eligible
PN-18078,16,Male,177.7,70.9,71.89,94.38,0.0,76,Fit,Married,Faisalabad,Advanced,74,51,Logistics,Eligible
PN-15689,25,Male,167.4,61.8,50.2,71.87,2.1,52,Fit,Single,Gujranwala,Intermediate,44,65,Naval Aviation,Eligible
PN-11790,24,Male,172.8,54.9,79.1,61.99,1.94,61,Fit,Married,Quetta,Intermediate,49,36,Marine Engineering,Eligible
PN-13828,21,Female,157.4,56.0,54.93,58.86,2.08,53,Fit,Single,Karachi,Intermediate,65,78,Marine Engineering,Eligible
PN-12060,19,Female,158.2,59.4,49.8,41.71,1.63,44,Fit,Single,Hyderabad,Intermediate,67,64,Logistics,Not Eligible
PN-14607,21,Male,165.2,61.3,60.72,43.88,0.0,70,Fit,Single,Multan,Advanced,55,64,Medical Corps,Not Eligible
PN-13479,18,Female,168.1,60.5,68.65,70.27,0.0,65,Fit,Single,Islamabad,Intermediate,72,77,IT & Cyber,Eligible
PN-15229,22,Male,170.9,70.8,40.74,52.35,0.0,68,Fit,Married,Faisalabad,Beginner,68,68,IT & Cyber,Not Eligible
PN-11903,18,Male,179.3,77.9,76.33,72.79,0.0,48,Fit,Single,Lahore,Advanced,55,51,Naval Aviation,Not Eligible
PN-12120,25,Male,183.7,71.2,66.92,50.84,1.85,26,Fit,Single,Lahore,Intermediate,40,63,IT & Cyber,Not Eligible
PN-16479,16,Male,174.3,79.4,87.9,76.57,0.0,53,Unfit,Married,Lahore,Beginner,47,52,Marine Engineering,Not Eligible
PN-14175,16,Male,177.6,70.9,69.13,70.71,2.71,54,Fit,Single,Karachi,Intermediate,71,58,IT & Cyber,Eligible
PN-13186,23,Female,158.9,59.4,64.51,75.89,0.0,66,Fit,Single,Hyderabad,Intermediate,83,76,Naval Aviation,Eligible
PN-13476,16,Female,163.2,60.1,59.65,59.92,2.33,66,Fit,Married,Islamabad,Intermediate,71,71,Combat,Eligible
PN-17195,19,Male,168.9,69.1,69.93,70.36,2.95,53,Fit,Married,Lahore,Intermediate,63,81,Marine Engineering,Eligible
PN-15552,25,Female,153.8,53.4,64.84,69.17,0.0,68,Unfit,Single,Lahore,Advanced,69,78,Combat,Not Eligible
PN-10076,23,Female,162.9,61.6,81.46,68.38,0.0,70,Fit,Single,Hyderabad,Advanced,70,76,Marine Engineering,Eligible
PN-12346,17,Female,165.2,51.2,65.94,62.66,2.44,67,Fit,Single,Karachi,Intermediate,59,70,Marine Engineering,Eligible
PN-12352,25,Female,166.5,61.2,65.82,69.14,3.19,52,Fit,Single,Hyderabad,Advanced,74,71,Logistics,Eligible
PN-17145,16,Male,167.8,84.3,62.56,45.89,0.0,51,Fit,Single,Rawalpindi,Beginner,81,80,IT & Cyber,Not Eligible
PN-10431,19,Male,173.6,50.9,66.51,52.91,1.89,73,Fit,Single,Lahore,Intermediate,58,40,Marine Engineering,Eligible
PN-14488,17,Female,159.1,63.4,71.33,58.28,0.0,19,Unfit,Single,Lahore,Intermediate,78,67,Naval Aviation,Not Eligible
PN-13772,16,Male,172.9,75.8,67.35,55.93,0.0,56,Fit,Married,Islamabad,Beginner,50,68,Logistics,Not Eligible
PN-13096,32,Male,176.3,70.9,44.67,48.82,1.91,64,Unfit,Single,Karachi,Advanced,64,85,Marine Engineering,Not Eligible
PN-14857,22,Male,178.5,81.4,71.93,76.38,0.0,64,Unfit,Married,Karachi,Intermediate,47,66,Naval Aviation,Not Eligible
PN-15981,17,Male,170.1,75.7,64.8,71.92,0.0,62,Fit,Single,Hyderabad,Beginner,62,44,Medical Corps,Eligible
PN-12827,24,Female,158.2,71.0,75.89,75.8,2.77,57,Fit,Single,Multan,Advanced,57,53,Combat,Eligible
PN-15858,22,Female,155.8,55.6,79.66,79.3,3.41,66,Fit,Married,Karachi,Beginner,62,56,IT & Cyber,Eligible
PN-15968,17,Male,179.8,69.2,59.15,63.87,2.61,65,Fit,Single,Lahore,Beginner,49,41,Marine Engineering,Eligible
PN-15104,17,Male,173.0,77.1,65.36,81.62,0.0,56,Fit,Single,Rawalpindi,Intermediate,65,79,Combat,Eligible
PN-15502,18,Female,159.4,57.4,73.6,70.95,2.98,80,Fit,Single,Multan,Intermediate,70,47,Logistics,Eligible
PN-10241,30,Male,169.5,72.2,61.75,54.29,0.0,53,Unfit,Married,Quetta,Intermediate,74,75,Naval Aviation,Not Eligible
PN-10784,19,Male,182.1,77.8,71.03,67.95,0.0,54,Fit,Single,Multan,Beginner,66,74,Medical Corps,Eligible
PN-11355,25,Male,182.3,61.7,47.54,53.13,0.0,74,Fit,Single,Peshawar,Intermediate,53,55,Marine Engineering,Not Eligible
PN-16557,16,Male,163.4,75.3,63.82,70.63,0.0,49,Fit,Single,Peshawar,Intermediate,22,34,IT & Cyber,Not Eligible
PN-10978,21,Female,157.0,53.3,61.24,52.36,0.0,45,Fit,Single,Quetta,Intermediate,48,43,Logistics,Not Eligible
PN-10810,24,Male,170.9,57.0,68.07,68.7,2.72,49,Fit,Single,Faisalabad,Beginner,63,76,Naval Aviation,Not Eligible
PN-12169,20,Male,179.7,69.5,61.25,63.18,2.58,77,Fit,Single,Peshawar,Intermediate,58,66,Medical Corps,Eligible
PN-14329,23,Male,162.5,65.6,71.67,74.22,2.66,61,Fit,Single,Lahore,Beginner,63,69,Medical Corps,Eligible
PN-11600,33,Male,174.6,60.5,59.03,48.11,1.86,61,Unfit,Married,Karachi,Intermediate,57,66,Marine Engineering,Not Eligible
PN-15392,23,Female,149.1,58.9,78.95,76.8,0.0,83,Fit,Single,Karachi,Intermediate,21,29,Marine Engineering,Eligible
PN-15996,21,Female,154.1,50.7,66.2,65.68,2.7,83,Fit,Married,Faisalabad,Intermediate,43,40,Combat,Eligible
PN-16549,25,Male,175.0,82.6,48.32,52.89,0.0,46,Fit,Married,Islamabad,Intermediate,58,55,Marine Engineering,Not Eligible
